feature	id
4	DNasePeakNoPromoter_lowest_10
4	DNasePeakNoPromoter_lowest_11
4	DNasePeakNoPromoter_lowest_12
4	DNasePeakNoPromoter_lowest_13
4	DNasePeakNoPromoter_lowest_14
4	DNasePeakNoPromoter_lowest_15
4	DNasePeakNoPromoter_lowest_16
4	DNasePeakNoPromoter_lowest_17
4	DNasePeakNoPromoter_lowest_18
4	DNasePeakNoPromoter_lowest_19
4	DNasePeakNoPromoter_lowest_20
4	DNasePeakNoPromoter_lowest_21
4	DNasePeakNoPromoter_lowest_22
4	DNasePeakNoPromoter_lowest_23
4	DNasePeakNoPromoter_lowest_24
4	DNasePeakNoPromoter_lowest_25
4	DNasePeakNoPromoter_lowest_26
4	DNasePeakNoPromoter_lowest_27
4	DNasePeakNoPromoter_lowest_28
4	DNasePeakNoPromoter_lowest_29
4	DNasePeakNoPromoter_lowest_30
4	DNasePeakNoPromoter_lowest_31
4	DNasePeakNoPromoter_lowest_32
4	DNasePeakNoPromoter_lowest_33
4	DNasePeakNoPromoter_lowest_34
4	DNasePeakNoPromoter_lowest_35
4	DNasePeakNoPromoter_lowest_36
4	DNasePeakNoPromoter_lowest_37
4	DNasePeakNoPromoter_lowest_38
4	DNasePeakNoPromoter_lowest_39
4	DNasePeakNoPromoter_lowest_40
4	DNasePeakNoPromoter_lowest_41
4	DNasePeakNoPromoter_lowest_42
4	DNasePeakNoPromoter_lowest_43
4	DNasePeakNoPromoter_lowest_44
4	DNasePeakNoPromoter_lowest_45
4	DNasePeakNoPromoter_lowest_46
4	DNasePeakNoPromoter_lowest_47
4	DNasePeakNoPromoter_lowest_48
4	DNasePeakNoPromoter_lowest_49
4	DNasePeakNoPromoter_lowest_50
5	template1.9:83712634-83712733
6	template2.2:211153273-211153372
7	template1_class1_1CEBPA
7	template1_class1_2CEBPA
7	template1_class1_4CEBPA
7	template1_class1_1CTCF
7	template1_class1_2CTCF
7	template1_class1_4CTCF
7	template1_class1_1FOXA1
7	template1_class1_2FOXA1
7	template1_class1_4FOXA1
7	template1_class1_1HNF1A
7	template1_class1_2HNF1A
7	template1_class1_4HNF1A
7	template1_class1_1NR2F2
7	template1_class1_2NR2F2
7	template1_class1_4NR2F2
7	template1_class1_1ONECUT1
7	template1_class1_2ONECUT1
7	template1_class1_4ONECUT1
7	template1_class1_1PPARA
7	template1_class1_2PPARA
7	template1_class1_4PPARA
7	template1_class1_1REST
7	template1_class1_2REST
7	template1_class1_4REST
7	template1_class1_1XBP1
7	template1_class1_2XBP1
7	template1_class1_4XBP1
9	template1_class2_1CEBPA_1CTCF
9	template1_class2_2CEBPA_2CTCF
9	template1_class2_1CEBPA_1FOXA1
9	template1_class2_2CEBPA_2FOXA1
9	template1_class2_1CEBPA_1HNF1A
9	template1_class2_2CEBPA_2HNF1A
9	template1_class2_1CEBPA_1NR2F2
9	template1_class2_2CEBPA_2NR2F2
9	template1_class2_1CEBPA_1ONECUT1
9	template1_class2_2CEBPA_2ONECUT1
9	template1_class2_1CEBPA_1PPARA
9	template1_class2_2CEBPA_2PPARA
9	template1_class2_1CEBPA_1REST
9	template1_class2_2CEBPA_2REST
9	template1_class2_1CEBPA_1XBP1
9	template1_class2_2CEBPA_2XBP1
9	template1_class2_1CTCF_1CEBPA
9	template1_class2_2CTCF_2CEBPA
9	template1_class2_1CTCF_1FOXA1
9	template1_class2_2CTCF_2FOXA1
9	template1_class2_1CTCF_1HNF1A
9	template1_class2_2CTCF_2HNF1A
9	template1_class2_1CTCF_1NR2F2
9	template1_class2_2CTCF_2NR2F2
9	template1_class2_1CTCF_1ONECUT1
9	template1_class2_2CTCF_2ONECUT1
9	template1_class2_1CTCF_1PPARA
9	template1_class2_2CTCF_2PPARA
9	template1_class2_1CTCF_1REST
9	template1_class2_2CTCF_2REST
9	template1_class2_1CTCF_1XBP1
9	template1_class2_2CTCF_2XBP1
9	template1_class2_1FOXA1_1CEBPA
9	template1_class2_2FOXA1_2CEBPA
9	template1_class2_1FOXA1_1CTCF
9	template1_class2_2FOXA1_2CTCF
9	template1_class2_1FOXA1_1HNF1A
9	template1_class2_2FOXA1_2HNF1A
9	template1_class2_1FOXA1_1NR2F2
9	template1_class2_2FOXA1_2NR2F2
9	template1_class2_1FOXA1_1ONECUT1
9	template1_class2_2FOXA1_2ONECUT1
9	template1_class2_1FOXA1_1PPARA
9	template1_class2_2FOXA1_2PPARA
9	template1_class2_1FOXA1_1REST
9	template1_class2_2FOXA1_2REST
9	template1_class2_1FOXA1_1XBP1
9	template1_class2_2FOXA1_2XBP1
9	template1_class2_1HNF1A_1CEBPA
9	template1_class2_2HNF1A_2CEBPA
9	template1_class2_1HNF1A_1CTCF
9	template1_class2_2HNF1A_2CTCF
9	template1_class2_1HNF1A_1FOXA1
9	template1_class2_2HNF1A_2FOXA1
9	template1_class2_1HNF1A_1NR2F2
9	template1_class2_2HNF1A_2NR2F2
9	template1_class2_1HNF1A_1ONECUT1
9	template1_class2_2HNF1A_2ONECUT1
9	template1_class2_1HNF1A_1PPARA
9	template1_class2_2HNF1A_2PPARA
9	template1_class2_1HNF1A_1REST
9	template1_class2_2HNF1A_2REST
9	template1_class2_1HNF1A_1XBP1
9	template1_class2_2HNF1A_2XBP1
9	template1_class2_1NR2F2_1CEBPA
9	template1_class2_2NR2F2_2CEBPA
9	template1_class2_1NR2F2_1CTCF
9	template1_class2_2NR2F2_2CTCF
9	template1_class2_1NR2F2_1FOXA1
9	template1_class2_2NR2F2_2FOXA1
9	template1_class2_1NR2F2_1HNF1A
9	template1_class2_2NR2F2_2HNF1A
9	template1_class2_1NR2F2_1ONECUT1
9	template1_class2_2NR2F2_2ONECUT1
9	template1_class2_1NR2F2_1PPARA
9	template1_class2_2NR2F2_2PPARA
9	template1_class2_1NR2F2_1REST
9	template1_class2_2NR2F2_2REST
9	template1_class2_1NR2F2_1XBP1
9	template1_class2_2NR2F2_2XBP1
9	template1_class2_1ONECUT1_1CEBPA
9	template1_class2_2ONECUT1_2CEBPA
9	template1_class2_1ONECUT1_1CTCF
9	template1_class2_2ONECUT1_2CTCF
9	template1_class2_1ONECUT1_1FOXA1
9	template1_class2_2ONECUT1_2FOXA1
9	template1_class2_1ONECUT1_1HNF1A
9	template1_class2_2ONECUT1_2HNF1A
9	template1_class2_1ONECUT1_1NR2F2
9	template1_class2_2ONECUT1_2NR2F2
9	template1_class2_1ONECUT1_1PPARA
9	template1_class2_2ONECUT1_2PPARA
9	template1_class2_1ONECUT1_1REST
9	template1_class2_2ONECUT1_2REST
9	template1_class2_1ONECUT1_1XBP1
9	template1_class2_2ONECUT1_2XBP1
9	template1_class2_1PPARA_1CEBPA
9	template1_class2_2PPARA_2CEBPA
9	template1_class2_1PPARA_1CTCF
9	template1_class2_2PPARA_2CTCF
9	template1_class2_1PPARA_1FOXA1
9	template1_class2_2PPARA_2FOXA1
9	template1_class2_1PPARA_1HNF1A
9	template1_class2_2PPARA_2HNF1A
9	template1_class2_1PPARA_1NR2F2
9	template1_class2_2PPARA_2NR2F2
9	template1_class2_1PPARA_1ONECUT1
9	template1_class2_2PPARA_2ONECUT1
9	template1_class2_1PPARA_1REST
9	template1_class2_2PPARA_2REST
9	template1_class2_1PPARA_1XBP1
9	template1_class2_2PPARA_2XBP1
9	template1_class2_1REST_1CEBPA
9	template1_class2_2REST_2CEBPA
9	template1_class2_1REST_1CTCF
9	template1_class2_2REST_2CTCF
9	template1_class2_1REST_1FOXA1
9	template1_class2_2REST_2FOXA1
9	template1_class2_1REST_1HNF1A
9	template1_class2_2REST_2HNF1A
9	template1_class2_1REST_1NR2F2
9	template1_class2_2REST_2NR2F2
9	template1_class2_1REST_1ONECUT1
9	template1_class2_2REST_2ONECUT1
9	template1_class2_1REST_1PPARA
9	template1_class2_2REST_2PPARA
9	template1_class2_1REST_1XBP1
9	template1_class2_2REST_2XBP1
9	template1_class2_1XBP1_1CEBPA
9	template1_class2_2XBP1_2CEBPA
9	template1_class2_1XBP1_1CTCF
9	template1_class2_2XBP1_2CTCF
9	template1_class2_1XBP1_1FOXA1
9	template1_class2_2XBP1_2FOXA1
9	template1_class2_1XBP1_1HNF1A
9	template1_class2_2XBP1_2HNF1A
9	template1_class2_1XBP1_1NR2F2
9	template1_class2_2XBP1_2NR2F2
9	template1_class2_1XBP1_1ONECUT1
9	template1_class2_2XBP1_2ONECUT1
9	template1_class2_1XBP1_1PPARA
9	template1_class2_2XBP1_2PPARA
9	template1_class2_1XBP1_1REST
9	template1_class2_2XBP1_2REST
11	template1_class3_CEBPA_CTCF_FOXA1_HNF1A
11	template1_class3_CEBPA_CTCF_FOXA1_NR2F2
11	template1_class3_CEBPA_CTCF_FOXA1_ONECUT1
11	template1_class3_CEBPA_CTCF_FOXA1_PPARA
11	template1_class3_CEBPA_CTCF_FOXA1_REST
11	template1_class3_CEBPA_CTCF_FOXA1_XBP1
11	template1_class3_CEBPA_CTCF_HNF1A_FOXA1
11	template1_class3_CEBPA_CTCF_HNF1A_NR2F2
11	template1_class3_CEBPA_CTCF_HNF1A_ONECUT1
11	template1_class3_CEBPA_CTCF_HNF1A_PPARA
11	template1_class3_CEBPA_CTCF_HNF1A_REST
11	template1_class3_CEBPA_CTCF_HNF1A_XBP1
11	template1_class3_CEBPA_CTCF_NR2F2_FOXA1
11	template1_class3_CEBPA_CTCF_NR2F2_HNF1A
11	template1_class3_CEBPA_CTCF_NR2F2_ONECUT1
11	template1_class3_CEBPA_CTCF_NR2F2_PPARA
11	template1_class3_CEBPA_CTCF_NR2F2_REST
11	template1_class3_CEBPA_CTCF_NR2F2_XBP1
11	template1_class3_CEBPA_CTCF_ONECUT1_FOXA1
11	template1_class3_CEBPA_CTCF_ONECUT1_HNF1A
11	template1_class3_CEBPA_CTCF_ONECUT1_NR2F2
11	template1_class3_CEBPA_CTCF_ONECUT1_PPARA
11	template1_class3_CEBPA_CTCF_ONECUT1_REST
11	template1_class3_CEBPA_CTCF_ONECUT1_XBP1
11	template1_class3_CEBPA_CTCF_PPARA_FOXA1
11	template1_class3_CEBPA_CTCF_PPARA_HNF1A
11	template1_class3_CEBPA_CTCF_PPARA_NR2F2
11	template1_class3_CEBPA_CTCF_PPARA_ONECUT1
11	template1_class3_CEBPA_CTCF_PPARA_REST
11	template1_class3_CEBPA_CTCF_PPARA_XBP1
11	template1_class3_CEBPA_CTCF_REST_FOXA1
11	template1_class3_CEBPA_CTCF_REST_HNF1A
11	template1_class3_CEBPA_CTCF_REST_NR2F2
11	template1_class3_CEBPA_CTCF_REST_ONECUT1
11	template1_class3_CEBPA_CTCF_REST_PPARA
11	template1_class3_CEBPA_CTCF_REST_XBP1
11	template1_class3_CEBPA_CTCF_XBP1_FOXA1
11	template1_class3_CEBPA_CTCF_XBP1_HNF1A
11	template1_class3_CEBPA_CTCF_XBP1_NR2F2
11	template1_class3_CEBPA_CTCF_XBP1_ONECUT1
11	template1_class3_CEBPA_CTCF_XBP1_PPARA
11	template1_class3_CEBPA_CTCF_XBP1_REST
11	template1_class3_CEBPA_FOXA1_CTCF_HNF1A
11	template1_class3_CEBPA_FOXA1_CTCF_NR2F2
11	template1_class3_CEBPA_FOXA1_CTCF_ONECUT1
11	template1_class3_CEBPA_FOXA1_CTCF_PPARA
11	template1_class3_CEBPA_FOXA1_CTCF_REST
11	template1_class3_CEBPA_FOXA1_CTCF_XBP1
11	template1_class3_CEBPA_FOXA1_HNF1A_CTCF
11	template1_class3_CEBPA_FOXA1_HNF1A_NR2F2
11	template1_class3_CEBPA_FOXA1_HNF1A_ONECUT1
11	template1_class3_CEBPA_FOXA1_HNF1A_PPARA
11	template1_class3_CEBPA_FOXA1_HNF1A_REST
11	template1_class3_CEBPA_FOXA1_HNF1A_XBP1
11	template1_class3_CEBPA_FOXA1_NR2F2_CTCF
11	template1_class3_CEBPA_FOXA1_NR2F2_HNF1A
11	template1_class3_CEBPA_FOXA1_NR2F2_ONECUT1
11	template1_class3_CEBPA_FOXA1_NR2F2_PPARA
11	template1_class3_CEBPA_FOXA1_NR2F2_REST
11	template1_class3_CEBPA_FOXA1_NR2F2_XBP1
11	template1_class3_CEBPA_FOXA1_ONECUT1_CTCF
11	template1_class3_CEBPA_FOXA1_ONECUT1_HNF1A
11	template1_class3_CEBPA_FOXA1_ONECUT1_NR2F2
11	template1_class3_CEBPA_FOXA1_ONECUT1_PPARA
11	template1_class3_CEBPA_FOXA1_ONECUT1_REST
11	template1_class3_CEBPA_FOXA1_ONECUT1_XBP1
11	template1_class3_CEBPA_FOXA1_PPARA_CTCF
11	template1_class3_CEBPA_FOXA1_PPARA_HNF1A
11	template1_class3_CEBPA_FOXA1_PPARA_NR2F2
11	template1_class3_CEBPA_FOXA1_PPARA_ONECUT1
11	template1_class3_CEBPA_FOXA1_PPARA_REST
11	template1_class3_CEBPA_FOXA1_PPARA_XBP1
11	template1_class3_CEBPA_FOXA1_REST_CTCF
11	template1_class3_CEBPA_FOXA1_REST_HNF1A
11	template1_class3_CEBPA_FOXA1_REST_NR2F2
11	template1_class3_CEBPA_FOXA1_REST_ONECUT1
11	template1_class3_CEBPA_FOXA1_REST_PPARA
11	template1_class3_CEBPA_FOXA1_REST_XBP1
11	template1_class3_CEBPA_FOXA1_XBP1_CTCF
11	template1_class3_CEBPA_FOXA1_XBP1_HNF1A
11	template1_class3_CEBPA_FOXA1_XBP1_NR2F2
11	template1_class3_CEBPA_FOXA1_XBP1_ONECUT1
11	template1_class3_CEBPA_FOXA1_XBP1_PPARA
11	template1_class3_CEBPA_FOXA1_XBP1_REST
11	template1_class3_CEBPA_HNF1A_CTCF_FOXA1
11	template1_class3_CEBPA_HNF1A_CTCF_NR2F2
11	template1_class3_CEBPA_HNF1A_CTCF_ONECUT1
11	template1_class3_CEBPA_HNF1A_CTCF_PPARA
11	template1_class3_CEBPA_HNF1A_CTCF_REST
11	template1_class3_CEBPA_HNF1A_CTCF_XBP1
11	template1_class3_CEBPA_HNF1A_FOXA1_CTCF
11	template1_class3_CEBPA_HNF1A_FOXA1_NR2F2
11	template1_class3_CEBPA_HNF1A_FOXA1_ONECUT1
11	template1_class3_CEBPA_HNF1A_FOXA1_PPARA
11	template1_class3_CEBPA_HNF1A_FOXA1_REST
11	template1_class3_CEBPA_HNF1A_FOXA1_XBP1
11	template1_class3_CEBPA_HNF1A_NR2F2_CTCF
11	template1_class3_CEBPA_HNF1A_NR2F2_FOXA1
11	template1_class3_CEBPA_HNF1A_NR2F2_ONECUT1
11	template1_class3_CEBPA_HNF1A_NR2F2_PPARA
11	template1_class3_CEBPA_HNF1A_NR2F2_REST
11	template1_class3_CEBPA_HNF1A_NR2F2_XBP1
11	template1_class3_CEBPA_HNF1A_ONECUT1_CTCF
11	template1_class3_CEBPA_HNF1A_ONECUT1_FOXA1
11	template1_class3_CEBPA_HNF1A_ONECUT1_NR2F2
11	template1_class3_CEBPA_HNF1A_ONECUT1_PPARA
11	template1_class3_CEBPA_HNF1A_ONECUT1_REST
11	template1_class3_CEBPA_HNF1A_ONECUT1_XBP1
11	template1_class3_CEBPA_HNF1A_PPARA_CTCF
11	template1_class3_CEBPA_HNF1A_PPARA_FOXA1
11	template1_class3_CEBPA_HNF1A_PPARA_NR2F2
11	template1_class3_CEBPA_HNF1A_PPARA_ONECUT1
11	template1_class3_CEBPA_HNF1A_PPARA_REST
11	template1_class3_CEBPA_HNF1A_PPARA_XBP1
11	template1_class3_CEBPA_HNF1A_REST_CTCF
11	template1_class3_CEBPA_HNF1A_REST_FOXA1
11	template1_class3_CEBPA_HNF1A_REST_NR2F2
11	template1_class3_CEBPA_HNF1A_REST_ONECUT1
11	template1_class3_CEBPA_HNF1A_REST_PPARA
11	template1_class3_CEBPA_HNF1A_REST_XBP1
11	template1_class3_CEBPA_HNF1A_XBP1_CTCF
11	template1_class3_CEBPA_HNF1A_XBP1_FOXA1
11	template1_class3_CEBPA_HNF1A_XBP1_NR2F2
11	template1_class3_CEBPA_HNF1A_XBP1_ONECUT1
11	template1_class3_CEBPA_HNF1A_XBP1_PPARA
11	template1_class3_CEBPA_HNF1A_XBP1_REST
11	template1_class3_CEBPA_NR2F2_CTCF_FOXA1
11	template1_class3_CEBPA_NR2F2_CTCF_HNF1A
11	template1_class3_CEBPA_NR2F2_CTCF_ONECUT1
11	template1_class3_CEBPA_NR2F2_CTCF_PPARA
11	template1_class3_CEBPA_NR2F2_CTCF_REST
11	template1_class3_CEBPA_NR2F2_CTCF_XBP1
11	template1_class3_CEBPA_NR2F2_FOXA1_CTCF
11	template1_class3_CEBPA_NR2F2_FOXA1_HNF1A
11	template1_class3_CEBPA_NR2F2_FOXA1_ONECUT1
11	template1_class3_CEBPA_NR2F2_FOXA1_PPARA
11	template1_class3_CEBPA_NR2F2_FOXA1_REST
11	template1_class3_CEBPA_NR2F2_FOXA1_XBP1
11	template1_class3_CEBPA_NR2F2_HNF1A_CTCF
11	template1_class3_CEBPA_NR2F2_HNF1A_FOXA1
11	template1_class3_CEBPA_NR2F2_HNF1A_ONECUT1
11	template1_class3_CEBPA_NR2F2_HNF1A_PPARA
11	template1_class3_CEBPA_NR2F2_HNF1A_REST
11	template1_class3_CEBPA_NR2F2_HNF1A_XBP1
11	template1_class3_CEBPA_NR2F2_ONECUT1_CTCF
11	template1_class3_CEBPA_NR2F2_ONECUT1_FOXA1
11	template1_class3_CEBPA_NR2F2_ONECUT1_HNF1A
11	template1_class3_CEBPA_NR2F2_ONECUT1_PPARA
11	template1_class3_CEBPA_NR2F2_ONECUT1_REST
11	template1_class3_CEBPA_NR2F2_ONECUT1_XBP1
11	template1_class3_CEBPA_NR2F2_PPARA_CTCF
11	template1_class3_CEBPA_NR2F2_PPARA_FOXA1
11	template1_class3_CEBPA_NR2F2_PPARA_HNF1A
11	template1_class3_CEBPA_NR2F2_PPARA_ONECUT1
11	template1_class3_CEBPA_NR2F2_PPARA_REST
11	template1_class3_CEBPA_NR2F2_PPARA_XBP1
11	template1_class3_CEBPA_NR2F2_REST_CTCF
11	template1_class3_CEBPA_NR2F2_REST_FOXA1
11	template1_class3_CEBPA_NR2F2_REST_HNF1A
11	template1_class3_CEBPA_NR2F2_REST_ONECUT1
11	template1_class3_CEBPA_NR2F2_REST_PPARA
11	template1_class3_CEBPA_NR2F2_REST_XBP1
11	template1_class3_CEBPA_NR2F2_XBP1_CTCF
11	template1_class3_CEBPA_NR2F2_XBP1_FOXA1
11	template1_class3_CEBPA_NR2F2_XBP1_HNF1A
11	template1_class3_CEBPA_NR2F2_XBP1_ONECUT1
11	template1_class3_CEBPA_NR2F2_XBP1_PPARA
11	template1_class3_CEBPA_NR2F2_XBP1_REST
11	template1_class3_CEBPA_ONECUT1_CTCF_FOXA1
11	template1_class3_CEBPA_ONECUT1_CTCF_HNF1A
11	template1_class3_CEBPA_ONECUT1_CTCF_NR2F2
11	template1_class3_CEBPA_ONECUT1_CTCF_PPARA
11	template1_class3_CEBPA_ONECUT1_CTCF_REST
11	template1_class3_CEBPA_ONECUT1_CTCF_XBP1
11	template1_class3_CEBPA_ONECUT1_FOXA1_CTCF
11	template1_class3_CEBPA_ONECUT1_FOXA1_HNF1A
11	template1_class3_CEBPA_ONECUT1_FOXA1_NR2F2
11	template1_class3_CEBPA_ONECUT1_FOXA1_PPARA
11	template1_class3_CEBPA_ONECUT1_FOXA1_REST
11	template1_class3_CEBPA_ONECUT1_FOXA1_XBP1
11	template1_class3_CEBPA_ONECUT1_HNF1A_CTCF
11	template1_class3_CEBPA_ONECUT1_HNF1A_FOXA1
11	template1_class3_CEBPA_ONECUT1_HNF1A_NR2F2
11	template1_class3_CEBPA_ONECUT1_HNF1A_PPARA
11	template1_class3_CEBPA_ONECUT1_HNF1A_REST
11	template1_class3_CEBPA_ONECUT1_HNF1A_XBP1
11	template1_class3_CEBPA_ONECUT1_NR2F2_CTCF
11	template1_class3_CEBPA_ONECUT1_NR2F2_FOXA1
11	template1_class3_CEBPA_ONECUT1_NR2F2_HNF1A
11	template1_class3_CEBPA_ONECUT1_NR2F2_PPARA
11	template1_class3_CEBPA_ONECUT1_NR2F2_REST
11	template1_class3_CEBPA_ONECUT1_NR2F2_XBP1
11	template1_class3_CEBPA_ONECUT1_PPARA_CTCF
11	template1_class3_CEBPA_ONECUT1_PPARA_FOXA1
11	template1_class3_CEBPA_ONECUT1_PPARA_HNF1A
11	template1_class3_CEBPA_ONECUT1_PPARA_NR2F2
11	template1_class3_CEBPA_ONECUT1_PPARA_REST
11	template1_class3_CEBPA_ONECUT1_PPARA_XBP1
11	template1_class3_CEBPA_ONECUT1_REST_CTCF
11	template1_class3_CEBPA_ONECUT1_REST_FOXA1
11	template1_class3_CEBPA_ONECUT1_REST_HNF1A
11	template1_class3_CEBPA_ONECUT1_REST_NR2F2
11	template1_class3_CEBPA_ONECUT1_REST_PPARA
11	template1_class3_CEBPA_ONECUT1_REST_XBP1
11	template1_class3_CEBPA_ONECUT1_XBP1_CTCF
11	template1_class3_CEBPA_ONECUT1_XBP1_FOXA1
11	template1_class3_CEBPA_ONECUT1_XBP1_HNF1A
11	template1_class3_CEBPA_ONECUT1_XBP1_NR2F2
11	template1_class3_CEBPA_ONECUT1_XBP1_PPARA
11	template1_class3_CEBPA_ONECUT1_XBP1_REST
11	template1_class3_CEBPA_PPARA_CTCF_FOXA1
11	template1_class3_CEBPA_PPARA_CTCF_HNF1A
11	template1_class3_CEBPA_PPARA_CTCF_NR2F2
11	template1_class3_CEBPA_PPARA_CTCF_ONECUT1
11	template1_class3_CEBPA_PPARA_CTCF_REST
11	template1_class3_CEBPA_PPARA_CTCF_XBP1
11	template1_class3_CEBPA_PPARA_FOXA1_CTCF
11	template1_class3_CEBPA_PPARA_FOXA1_HNF1A
11	template1_class3_CEBPA_PPARA_FOXA1_NR2F2
11	template1_class3_CEBPA_PPARA_FOXA1_ONECUT1
11	template1_class3_CEBPA_PPARA_FOXA1_REST
11	template1_class3_CEBPA_PPARA_FOXA1_XBP1
11	template1_class3_CEBPA_PPARA_HNF1A_CTCF
11	template1_class3_CEBPA_PPARA_HNF1A_FOXA1
11	template1_class3_CEBPA_PPARA_HNF1A_NR2F2
11	template1_class3_CEBPA_PPARA_HNF1A_ONECUT1
11	template1_class3_CEBPA_PPARA_HNF1A_REST
11	template1_class3_CEBPA_PPARA_HNF1A_XBP1
11	template1_class3_CEBPA_PPARA_NR2F2_CTCF
11	template1_class3_CEBPA_PPARA_NR2F2_FOXA1
11	template1_class3_CEBPA_PPARA_NR2F2_HNF1A
