id	replicate	gDNA	ATAC	H3K27ac
template1_class3_FOXA1_PPARA_ONECUT1_CTCF	3	382	120	32
template1_class3_FOXA1_PPARA_ONECUT1_HNF1A	3	439	147	17
template1_class3_FOXA1_PPARA_ONECUT1_NR2F2	3	386	90	32
template1_class3_FOXA1_PPARA_ONECUT1_REST	3	395	72	8
template1_class3_FOXA1_PPARA_ONECUT1_XBP1	3	299	125	9
template1_class3_FOXA1_PPARA_REST_CEBPA	3	342	86	16
template1_class3_FOXA1_PPARA_REST_CTCF	3	152	41	9
template1_class3_FOXA1_PPARA_REST_HNF1A	3	174	32	0
template1_class3_FOXA1_PPARA_REST_NR2F2	3	291	27	7
template1_class3_FOXA1_PPARA_REST_ONECUT1	3	270	98	75
template1_class3_FOXA1_PPARA_REST_XBP1	3	130	33	5
template1_class3_FOXA1_PPARA_XBP1_CEBPA	3	286	41	12
template1_class3_FOXA1_PPARA_XBP1_CTCF	3	198	37	53
template1_class3_FOXA1_PPARA_XBP1_HNF1A	3	435	121	19
template1_class3_FOXA1_PPARA_XBP1_NR2F2	3	300	41	13
template1_class3_FOXA1_PPARA_XBP1_ONECUT1	3	255	36	33
template1_class3_FOXA1_PPARA_XBP1_REST	3	260	24	14
template1_class3_FOXA1_REST_CEBPA_CTCF	3	390	107	11
template1_class3_FOXA1_REST_CEBPA_HNF1A	3	344	20	10
template1_class3_FOXA1_REST_CEBPA_NR2F2	3	27	18	0
template1_class3_FOXA1_REST_CEBPA_ONECUT1	3	725	125	64
template1_class3_FOXA1_REST_CEBPA_PPARA	3	437	104	0
template1_class3_FOXA1_REST_CEBPA_XBP1	3	787	123	84
template1_class3_FOXA1_REST_CTCF_CEBPA	3	398	109	6
template1_class3_FOXA1_REST_CTCF_HNF1A	3	219	28	9
template1_class3_FOXA1_REST_CTCF_NR2F2	3	173	49	17
template1_class3_FOXA1_REST_CTCF_ONECUT1	3	215	40	0
template1_class3_FOXA1_REST_CTCF_PPARA	3	195	35	13
template1_class3_FOXA1_REST_CTCF_XBP1	3	415	53	9
template1_class3_FOXA1_REST_HNF1A_CEBPA	3	558	122	15
template1_class3_FOXA1_REST_HNF1A_CTCF	3	96	24	0
template1_class3_FOXA1_REST_HNF1A_NR2F2	3	191	64	23
template1_class3_FOXA1_REST_HNF1A_ONECUT1	3	234	77	17
template1_class3_FOXA1_REST_HNF1A_PPARA	3	194	55	6
template1_class3_FOXA1_REST_HNF1A_XBP1	3	224	115	68
template1_class3_FOXA1_REST_NR2F2_CEBPA	3	38	26	23
template1_class3_FOXA1_REST_NR2F2_CTCF	3	288	78	6
template1_class3_FOXA1_REST_NR2F2_HNF1A	3	1	15	2
template1_class3_FOXA1_REST_NR2F2_ONECUT1	3	154	41	4
template1_class3_FOXA1_REST_NR2F2_PPARA	3	187	26	7
template1_class3_FOXA1_REST_NR2F2_XBP1	3	1	13	1
template1_class3_FOXA1_REST_ONECUT1_CEBPA	3	531	89	22
template1_class3_FOXA1_REST_ONECUT1_CTCF	3	201	51	15
template1_class3_FOXA1_REST_ONECUT1_HNF1A	3	363	71	10
template1_class3_FOXA1_REST_ONECUT1_NR2F2	3	178	132	28
template1_class3_FOXA1_REST_ONECUT1_PPARA	3	311	107	8
template1_class3_FOXA1_REST_ONECUT1_XBP1	3	640	114	21
template1_class3_FOXA1_REST_PPARA_CEBPA	3	282	37	9
template1_class3_FOXA1_REST_PPARA_CTCF	3	157	31	26
template1_class3_FOXA1_REST_PPARA_HNF1A	3	204	37	0
template1_class3_FOXA1_REST_PPARA_NR2F2	3	181	64	1
template1_class3_FOXA1_REST_PPARA_ONECUT1	3	424	75	14
template1_class3_FOXA1_REST_PPARA_XBP1	3	252	47	3
template1_class3_FOXA1_REST_XBP1_CEBPA	3	277	3	4
template1_class3_FOXA1_REST_XBP1_CTCF	3	159	67	0
template1_class3_FOXA1_REST_XBP1_HNF1A	3	226	51	0
template1_class3_FOXA1_REST_XBP1_NR2F2	3	217	62	31
template1_class3_FOXA1_REST_XBP1_ONECUT1	3	495	74	24
template1_class3_FOXA1_REST_XBP1_PPARA	3	135	25	0
template1_class3_FOXA1_XBP1_CEBPA_CTCF	3	264	53	9
template1_class3_FOXA1_XBP1_CEBPA_HNF1A	3	383	159	3
template1_class3_FOXA1_XBP1_CEBPA_NR2F2	3	13	24	15
template1_class3_FOXA1_XBP1_CEBPA_ONECUT1	3	618	187	57
template1_class3_FOXA1_XBP1_CEBPA_PPARA	3	402	106	46
template1_class3_FOXA1_XBP1_CEBPA_REST	3	444	49	12
template1_class3_FOXA1_XBP1_CTCF_CEBPA	3	523	54	19
template1_class3_FOXA1_XBP1_CTCF_HNF1A	3	244	83	78
template1_class3_FOXA1_XBP1_CTCF_NR2F2	3	100	1	0
template1_class3_FOXA1_XBP1_CTCF_ONECUT1	3	312	42	33
template1_class3_FOXA1_XBP1_CTCF_PPARA	3	93	3	7
template1_class3_FOXA1_XBP1_CTCF_REST	3	58	6	0
template1_class3_FOXA1_XBP1_HNF1A_CEBPA	3	483	63	50
template1_class3_FOXA1_XBP1_HNF1A_CTCF	3	323	79	0
template1_class3_FOXA1_XBP1_HNF1A_NR2F2	3	436	109	25
template1_class3_FOXA1_XBP1_HNF1A_ONECUT1	3	322	29	17
template1_class3_FOXA1_XBP1_HNF1A_PPARA	3	429	126	5
template1_class3_FOXA1_XBP1_HNF1A_REST	3	473	149	19
template1_class3_FOXA1_XBP1_NR2F2_CEBPA	3	2	17	6
template1_class3_FOXA1_XBP1_NR2F2_CTCF	3	292	95	0
template1_class3_FOXA1_XBP1_NR2F2_HNF1A	3	0	26	13
template1_class3_FOXA1_XBP1_NR2F2_ONECUT1	3	39	14	4
template1_class3_FOXA1_XBP1_NR2F2_PPARA	3	133	48	0
template1_class3_FOXA1_XBP1_NR2F2_REST	3	3	20	0
template1_class3_FOXA1_XBP1_ONECUT1_CEBPA	3	289	53	19
template1_class3_FOXA1_XBP1_ONECUT1_CTCF	3	404	109	3
template1_class3_FOXA1_XBP1_ONECUT1_HNF1A	3	827	247	26
template1_class3_FOXA1_XBP1_ONECUT1_NR2F2	3	133	108	11
template1_class3_FOXA1_XBP1_ONECUT1_PPARA	3	313	46	0
template1_class3_FOXA1_XBP1_ONECUT1_REST	3	567	100	21
template1_class3_FOXA1_XBP1_PPARA_CEBPA	3	589	123	19
template1_class3_FOXA1_XBP1_PPARA_CTCF	3	134	56	4
template1_class3_FOXA1_XBP1_PPARA_HNF1A	3	285	46	3
template1_class3_FOXA1_XBP1_PPARA_NR2F2	3	189	52	33
template1_class3_FOXA1_XBP1_PPARA_ONECUT1	3	426	69	24
template1_class3_FOXA1_XBP1_PPARA_REST	3	52	9	0
template1_class3_FOXA1_XBP1_REST_CEBPA	3	208	69	0
template1_class3_FOXA1_XBP1_REST_CTCF	3	84	9	10
template1_class3_FOXA1_XBP1_REST_HNF1A	3	244	62	38
template1_class3_FOXA1_XBP1_REST_NR2F2	3	268	96	15
template1_class3_FOXA1_XBP1_REST_ONECUT1	3	263	1	16
template1_class3_FOXA1_XBP1_REST_PPARA	3	130	61	0
template1_class3_HNF1A_CEBPA_CTCF_FOXA1	3	437	121	58
template1_class3_HNF1A_CEBPA_CTCF_NR2F2	3	510	127	77
template1_class3_HNF1A_CEBPA_CTCF_ONECUT1	3	627	164	43
template1_class3_HNF1A_CEBPA_CTCF_PPARA	3	400	64	4
template1_class3_HNF1A_CEBPA_CTCF_REST	3	336	117	35
template1_class3_HNF1A_CEBPA_CTCF_XBP1	3	412	185	76
template1_class3_HNF1A_CEBPA_FOXA1_CTCF	3	689	224	63
template1_class3_HNF1A_CEBPA_FOXA1_NR2F2	3	12	49	9
template1_class3_HNF1A_CEBPA_FOXA1_ONECUT1	3	592	108	47
template1_class3_HNF1A_CEBPA_FOXA1_PPARA	3	553	140	50
template1_class3_HNF1A_CEBPA_FOXA1_REST	3	316	69	10
template1_class3_HNF1A_CEBPA_FOXA1_XBP1	3	274	61	28
template1_class3_HNF1A_CEBPA_NR2F2_CTCF	3	343	109	38
template1_class3_HNF1A_CEBPA_NR2F2_FOXA1	3	3	17	23
template1_class3_HNF1A_CEBPA_NR2F2_ONECUT1	3	3	59	19
template1_class3_HNF1A_CEBPA_NR2F2_PPARA	3	844	196	67
template1_class3_HNF1A_CEBPA_NR2F2_REST	3	2	28	2
template1_class3_HNF1A_CEBPA_NR2F2_XBP1	3	0	22	3
template1_class3_HNF1A_CEBPA_ONECUT1_CTCF	3	276	68	32
template1_class3_HNF1A_CEBPA_ONECUT1_FOXA1	3	263	89	0
template1_class3_HNF1A_CEBPA_ONECUT1_NR2F2	3	209	93	45
template1_class3_HNF1A_CEBPA_ONECUT1_PPARA	3	522	90	36
template1_class3_HNF1A_CEBPA_ONECUT1_REST	3	390	74	18
template1_class3_HNF1A_CEBPA_ONECUT1_XBP1	3	731	155	46
template1_class3_HNF1A_CEBPA_PPARA_CTCF	3	284	103	15
template1_class3_HNF1A_CEBPA_PPARA_FOXA1	3	472	53	49
template1_class3_HNF1A_CEBPA_PPARA_NR2F2	3	421	104	17
template1_class3_HNF1A_CEBPA_PPARA_ONECUT1	3	603	216	67
template1_class3_HNF1A_CEBPA_PPARA_REST	3	452	171	0
template1_class3_HNF1A_CEBPA_PPARA_XBP1	3	569	184	65
template1_class3_HNF1A_CEBPA_REST_CTCF	3	368	38	16
template1_class3_HNF1A_CEBPA_REST_FOXA1	3	571	145	73
template1_class3_HNF1A_CEBPA_REST_NR2F2	3	540	129	40
template1_class3_HNF1A_CEBPA_REST_ONECUT1	3	373	45	37
template1_class3_HNF1A_CEBPA_REST_PPARA	3	376	128	27
template1_class3_HNF1A_CEBPA_REST_XBP1	3	336	83	3
template1_class3_HNF1A_CEBPA_XBP1_CTCF	3	555	228	49
template1_class3_HNF1A_CEBPA_XBP1_FOXA1	3	893	316	58
template1_class3_HNF1A_CEBPA_XBP1_NR2F2	3	187	99	64
template1_class3_HNF1A_CEBPA_XBP1_ONECUT1	3	949	145	101
template1_class3_HNF1A_CEBPA_XBP1_PPARA	3	325	71	30
template1_class3_HNF1A_CEBPA_XBP1_REST	3	497	115	49
template1_class3_HNF1A_CTCF_CEBPA_FOXA1	3	298	134	22
template1_class3_HNF1A_CTCF_CEBPA_NR2F2	3	294	98	33
template1_class3_HNF1A_CTCF_CEBPA_ONECUT1	3	512	131	66
template1_class3_HNF1A_CTCF_CEBPA_PPARA	3	262	44	5
template1_class3_HNF1A_CTCF_CEBPA_REST	3	263	40	0
template1_class3_HNF1A_CTCF_CEBPA_XBP1	3	328	46	13
template1_class3_HNF1A_CTCF_FOXA1_CEBPA	3	373	33	20
template1_class3_HNF1A_CTCF_FOXA1_NR2F2	3	617	288	57
template1_class3_HNF1A_CTCF_FOXA1_ONECUT1	3	420	95	30
template1_class3_HNF1A_CTCF_FOXA1_PPARA	3	329	91	14
template1_class3_HNF1A_CTCF_FOXA1_REST	3	444	98	23
template1_class3_HNF1A_CTCF_FOXA1_XBP1	3	562	136	9
template1_class3_HNF1A_CTCF_NR2F2_CEBPA	3	3	37	10
template1_class3_HNF1A_CTCF_NR2F2_FOXA1	3	1	26	4
template1_class3_HNF1A_CTCF_NR2F2_ONECUT1	3	8	31	4
template1_class3_HNF1A_CTCF_NR2F2_PPARA	3	300	77	11
template1_class3_HNF1A_CTCF_NR2F2_REST	3	344	102	9
template1_class3_HNF1A_CTCF_NR2F2_XBP1	3	55	32	15
template1_class3_HNF1A_CTCF_ONECUT1_CEBPA	3	420	80	22
template1_class3_HNF1A_CTCF_ONECUT1_FOXA1	3	398	165	26
template1_class3_HNF1A_CTCF_ONECUT1_NR2F2	3	524	232	21
template1_class3_HNF1A_CTCF_ONECUT1_PPARA	3	252	63	40
template1_class3_HNF1A_CTCF_ONECUT1_REST	3	539	197	25
template1_class3_HNF1A_CTCF_ONECUT1_XBP1	3	848	238	20
template1_class3_HNF1A_CTCF_PPARA_CEBPA	3	388	101	15
template1_class3_HNF1A_CTCF_PPARA_FOXA1	3	458	100	20
template1_class3_HNF1A_CTCF_PPARA_NR2F2	3	208	78	35
template1_class3_HNF1A_CTCF_PPARA_ONECUT1	3	213	43	30
template1_class3_HNF1A_CTCF_PPARA_REST	3	213	70	1
template1_class3_HNF1A_CTCF_PPARA_XBP1	3	462	138	44
template1_class3_HNF1A_CTCF_REST_CEBPA	3	354	43	0
template1_class3_HNF1A_CTCF_REST_FOXA1	3	610	113	24
template1_class3_HNF1A_CTCF_REST_NR2F2	3	250	32	0
template1_class3_HNF1A_CTCF_REST_ONECUT1	3	278	61	7
template1_class3_HNF1A_CTCF_REST_PPARA	3	322	94	3
template1_class3_HNF1A_CTCF_REST_XBP1	3	504	83	29
template1_class3_HNF1A_CTCF_XBP1_CEBPA	3	502	129	68
template1_class3_HNF1A_CTCF_XBP1_FOXA1	3	525	152	72
template1_class3_HNF1A_CTCF_XBP1_NR2F2	3	64	84	29
template1_class3_HNF1A_CTCF_XBP1_ONECUT1	3	306	107	8
template1_class3_HNF1A_CTCF_XBP1_PPARA	3	437	76	12
template1_class3_HNF1A_CTCF_XBP1_REST	3	393	92	39
template1_class3_HNF1A_FOXA1_CEBPA_CTCF	3	627	207	84
template1_class3_HNF1A_FOXA1_CEBPA_NR2F2	3	10	36	10
template1_class3_HNF1A_FOXA1_CEBPA_ONECUT1	3	539	109	55
template1_class3_HNF1A_FOXA1_CEBPA_PPARA	3	548	97	19
template1_class3_HNF1A_FOXA1_CEBPA_REST	3	412	176	8
template1_class3_HNF1A_FOXA1_CEBPA_XBP1	3	1162	212	80
template1_class3_HNF1A_FOXA1_CTCF_CEBPA	3	259	51	0
template1_class3_HNF1A_FOXA1_CTCF_NR2F2	3	348	105	32
template1_class3_HNF1A_FOXA1_CTCF_ONECUT1	3	480	93	20
template1_class3_HNF1A_FOXA1_CTCF_PPARA	3	234	61	10
template1_class3_HNF1A_FOXA1_CTCF_REST	3	557	173	14
template1_class3_HNF1A_FOXA1_CTCF_XBP1	3	333	5	18
template1_class3_HNF1A_FOXA1_NR2F2_CEBPA	3	2	47	6
template1_class3_HNF1A_FOXA1_NR2F2_CTCF	3	430	117	52
template1_class3_HNF1A_FOXA1_NR2F2_ONECUT1	3	3	27	1
template1_class3_HNF1A_FOXA1_NR2F2_PPARA	3	648	169	20
template1_class3_HNF1A_FOXA1_NR2F2_REST	3	3	18	7
template1_class3_HNF1A_FOXA1_NR2F2_XBP1	3	0	13	15
template1_class3_HNF1A_FOXA1_ONECUT1_CEBPA	3	668	153	55
template1_class3_HNF1A_FOXA1_ONECUT1_CTCF	3	344	69	9
template1_class3_HNF1A_FOXA1_ONECUT1_NR2F2	3	191	151	28
template1_class3_HNF1A_FOXA1_ONECUT1_PPARA	3	713	137	47
template1_class3_HNF1A_FOXA1_ONECUT1_REST	3	591	84	26
template1_class3_HNF1A_FOXA1_ONECUT1_XBP1	3	887	165	68
template1_class3_HNF1A_FOXA1_PPARA_CEBPA	3	566	146	82
template1_class3_HNF1A_FOXA1_PPARA_CTCF	3	271	93	7
template1_class3_HNF1A_FOXA1_PPARA_NR2F2	3	765	226	35
template1_class3_HNF1A_FOXA1_PPARA_ONECUT1	3	321	150	28
template1_class3_HNF1A_FOXA1_PPARA_REST	3	378	95	10
template1_class3_HNF1A_FOXA1_PPARA_XBP1	3	358	92	56
template1_class3_HNF1A_FOXA1_REST_CEBPA	3	510	149	6
template1_class3_HNF1A_FOXA1_REST_CTCF	3	492	186	83
template1_class3_HNF1A_FOXA1_REST_NR2F2	3	402	89	45
template1_class3_HNF1A_FOXA1_REST_ONECUT1	3	354	61	28
template1_class3_HNF1A_FOXA1_REST_PPARA	3	201	0	14
template1_class3_HNF1A_FOXA1_REST_XBP1	3	632	196	124
template1_class3_HNF1A_FOXA1_XBP1_CEBPA	3	944	217	77
template1_class3_HNF1A_FOXA1_XBP1_CTCF	3	296	93	28
template1_class3_HNF1A_FOXA1_XBP1_NR2F2	3	101	56	0
template1_class3_HNF1A_FOXA1_XBP1_ONECUT1	3	359	68	30
template1_class3_HNF1A_FOXA1_XBP1_PPARA	3	802	153	69
template1_class3_HNF1A_FOXA1_XBP1_REST	3	365	125	6
template1_class3_HNF1A_NR2F2_CEBPA_CTCF	3	241	60	27
template1_class3_HNF1A_NR2F2_CEBPA_FOXA1	3	239	105	38
template1_class3_HNF1A_NR2F2_CEBPA_ONECUT1	3	70	11	0
template1_class3_HNF1A_NR2F2_CEBPA_PPARA	3	408	72	33
template1_class3_HNF1A_NR2F2_CEBPA_REST	3	3	28	8
template1_class3_HNF1A_NR2F2_CEBPA_XBP1	3	1	37	20
template1_class3_HNF1A_NR2F2_CTCF_CEBPA	3	385	197	89
template1_class3_HNF1A_NR2F2_CTCF_FOXA1	3	671	215	0
template1_class3_HNF1A_NR2F2_CTCF_ONECUT1	3	603	153	70
template1_class3_HNF1A_NR2F2_CTCF_PPARA	3	266	75	19
template1_class3_HNF1A_NR2F2_CTCF_REST	3	353	45	10
template1_class3_HNF1A_NR2F2_CTCF_XBP1	3	343	86	17
template1_class3_HNF1A_NR2F2_FOXA1_CEBPA	3	150	65	14
template1_class3_HNF1A_NR2F2_FOXA1_CTCF	3	252	115	10
template1_class3_HNF1A_NR2F2_FOXA1_ONECUT1	3	105	37	19
template1_class3_HNF1A_NR2F2_FOXA1_PPARA	3	413	122	40
template1_class3_HNF1A_NR2F2_FOXA1_REST	3	1	8	0
template1_class3_HNF1A_NR2F2_FOXA1_XBP1	3	0	4	0
template1_class3_HNF1A_NR2F2_ONECUT1_CEBPA	3	379	91	73
template1_class3_HNF1A_NR2F2_ONECUT1_CTCF	3	470	143	27
template1_class3_HNF1A_NR2F2_ONECUT1_FOXA1	3	517	148	69
template1_class3_HNF1A_NR2F2_ONECUT1_PPARA	3	366	124	51
template1_class3_HNF1A_NR2F2_ONECUT1_REST	3	12	24	1
template1_class3_HNF1A_NR2F2_ONECUT1_XBP1	3	1	49	16
template1_class3_HNF1A_NR2F2_PPARA_CEBPA	3	620	155	104
template1_class3_HNF1A_NR2F2_PPARA_CTCF	3	275	83	4
template1_class3_HNF1A_NR2F2_PPARA_FOXA1	3	469	137	0
template1_class3_HNF1A_NR2F2_PPARA_ONECUT1	3	476	85	20
template1_class3_HNF1A_NR2F2_PPARA_REST	3	683	143	10
template1_class3_HNF1A_NR2F2_PPARA_XBP1	3	573	143	49
template1_class3_HNF1A_NR2F2_REST_CEBPA	3	2	13	14
template1_class3_HNF1A_NR2F2_REST_CTCF	3	167	42	15
template1_class3_HNF1A_NR2F2_REST_FOXA1	3	6	33	12
template1_class3_HNF1A_NR2F2_REST_ONECUT1	3	277	140	21
template1_class3_HNF1A_NR2F2_REST_PPARA	3	192	21	0
template1_class3_HNF1A_NR2F2_REST_XBP1	3	45	45	12
template1_class3_HNF1A_NR2F2_XBP1_CEBPA	3	0	38	18
template1_class3_HNF1A_NR2F2_XBP1_CTCF	3	97	98	41
template1_class3_HNF1A_NR2F2_XBP1_FOXA1	3	1	49	10
template1_class3_HNF1A_NR2F2_XBP1_ONECUT1	3	0	33	22
template1_class3_HNF1A_NR2F2_XBP1_PPARA	3	457	160	41
template1_class3_HNF1A_NR2F2_XBP1_REST	3	1	21	12
template1_class3_HNF1A_ONECUT1_CEBPA_CTCF	3	419	90	26
template1_class3_HNF1A_ONECUT1_CEBPA_FOXA1	3	396	91	13
template1_class3_HNF1A_ONECUT1_CEBPA_NR2F2	3	22	68	7
template1_class3_HNF1A_ONECUT1_CEBPA_PPARA	3	326	104	13
template1_class3_HNF1A_ONECUT1_CEBPA_REST	3	356	150	25
template1_class3_HNF1A_ONECUT1_CEBPA_XBP1	3	352	101	49
template1_class3_HNF1A_ONECUT1_CTCF_CEBPA	3	297	85	36
template1_class3_HNF1A_ONECUT1_CTCF_FOXA1	3	369	101	11
template1_class3_HNF1A_ONECUT1_CTCF_NR2F2	3	218	114	19
template1_class3_HNF1A_ONECUT1_CTCF_PPARA	3	517	137	29
template1_class3_HNF1A_ONECUT1_CTCF_REST	3	432	104	7
template1_class3_HNF1A_ONECUT1_CTCF_XBP1	3	425	145	35
template1_class3_HNF1A_ONECUT1_FOXA1_CEBPA	3	422	51	42
template1_class3_HNF1A_ONECUT1_FOXA1_CTCF	3	578	202	17
template1_class3_HNF1A_ONECUT1_FOXA1_NR2F2	3	26	48	9
template1_class3_HNF1A_ONECUT1_FOXA1_PPARA	3	701	204	83
template1_class3_HNF1A_ONECUT1_FOXA1_REST	3	253	73	5
template1_class3_HNF1A_ONECUT1_FOXA1_XBP1	3	560	192	93
template1_class3_HNF1A_ONECUT1_NR2F2_CEBPA	3	43	100	19
template1_class3_HNF1A_ONECUT1_NR2F2_CTCF	3	362	110	27
template1_class3_HNF1A_ONECUT1_NR2F2_FOXA1	3	11	59	10
template1_class3_HNF1A_ONECUT1_NR2F2_PPARA	3	581	132	18
template1_class3_HNF1A_ONECUT1_NR2F2_REST	3	164	56	7
template1_class3_HNF1A_ONECUT1_NR2F2_XBP1	3	0	27	7
template1_class3_HNF1A_ONECUT1_PPARA_CEBPA	3	345	55	4
template1_class3_HNF1A_ONECUT1_PPARA_CTCF	3	344	118	23
template1_class3_HNF1A_ONECUT1_PPARA_FOXA1	3	263	67	5
template1_class3_HNF1A_ONECUT1_PPARA_NR2F2	3	414	148	36
template1_class3_HNF1A_ONECUT1_PPARA_REST	3	380	101	23
template1_class3_HNF1A_ONECUT1_PPARA_XBP1	3	396	120	14
template1_class3_HNF1A_ONECUT1_REST_CEBPA	3	278	63	0
template1_class3_HNF1A_ONECUT1_REST_CTCF	3	570	149	60
template1_class3_HNF1A_ONECUT1_REST_FOXA1	3	279	74	46
template1_class3_HNF1A_ONECUT1_REST_NR2F2	3	176	39	3
template1_class3_HNF1A_ONECUT1_REST_PPARA	3	298	107	20
template1_class3_HNF1A_ONECUT1_REST_XBP1	3	321	78	9
template1_class3_HNF1A_ONECUT1_XBP1_CEBPA	3	725	211	38
template1_class3_HNF1A_ONECUT1_XBP1_CTCF	3	312	57	42
template1_class3_HNF1A_ONECUT1_XBP1_FOXA1	3	692	207	36
template1_class3_HNF1A_ONECUT1_XBP1_NR2F2	3	169	126	31
template1_class3_HNF1A_ONECUT1_XBP1_PPARA	3	680	120	0
template1_class3_HNF1A_ONECUT1_XBP1_REST	3	532	79	0
template1_class3_HNF1A_PPARA_CEBPA_CTCF	3	469	137	53
template1_class3_HNF1A_PPARA_CEBPA_FOXA1	3	717	332	59
template1_class3_HNF1A_PPARA_CEBPA_NR2F2	3	317	17	27
template1_class3_HNF1A_PPARA_CEBPA_ONECUT1	3	733	184	46
template1_class3_HNF1A_PPARA_CEBPA_REST	3	421	107	3
template1_class3_HNF1A_PPARA_CEBPA_XBP1	3	510	183	25
template1_class3_HNF1A_PPARA_CTCF_CEBPA	3	393	111	57
template1_class3_HNF1A_PPARA_CTCF_FOXA1	3	431	99	10
template1_class3_HNF1A_PPARA_CTCF_NR2F2	3	257	64	17
template1_class3_HNF1A_PPARA_CTCF_ONECUT1	3	385	125	25
template1_class3_HNF1A_PPARA_CTCF_REST	3	473	146	8
template1_class3_HNF1A_PPARA_CTCF_XBP1	3	389	79	57
template1_class3_HNF1A_PPARA_FOXA1_CEBPA	3	507	89	27
template1_class3_HNF1A_PPARA_FOXA1_CTCF	3	270	61	17
template1_class3_HNF1A_PPARA_FOXA1_NR2F2	3	397	149	47
template1_class3_HNF1A_PPARA_FOXA1_ONECUT1	3	436	55	58
template1_class3_HNF1A_PPARA_FOXA1_REST	3	302	96	9
template1_class3_HNF1A_PPARA_FOXA1_XBP1	3	792	245	65
template1_class3_HNF1A_PPARA_NR2F2_CEBPA	3	22	51	7
template1_class3_HNF1A_PPARA_NR2F2_CTCF	3	271	150	3
template1_class3_HNF1A_PPARA_NR2F2_FOXA1	3	5	29	16
template1_class3_HNF1A_PPARA_NR2F2_ONECUT1	3	589	134	56
template1_class3_HNF1A_PPARA_NR2F2_REST	3	625	183	31
template1_class3_HNF1A_PPARA_NR2F2_XBP1	3	886	199	48
template1_class3_HNF1A_PPARA_ONECUT1_CEBPA	3	438	136	36
template1_class3_HNF1A_PPARA_ONECUT1_CTCF	3	550	99	30
template1_class3_HNF1A_PPARA_ONECUT1_FOXA1	3	378	83	13
template1_class3_HNF1A_PPARA_ONECUT1_NR2F2	3	334	172	29
template1_class3_HNF1A_PPARA_ONECUT1_REST	3	492	84	35
template1_class3_HNF1A_PPARA_ONECUT1_XBP1	3	537	123	44
template1_class3_HNF1A_PPARA_REST_CEBPA	3	467	133	5
template1_class3_HNF1A_PPARA_REST_CTCF	3	226	51	0
template1_class3_HNF1A_PPARA_REST_FOXA1	3	286	47	63
template1_class3_HNF1A_PPARA_REST_NR2F2	3	239	87	13
template1_class3_HNF1A_PPARA_REST_ONECUT1	3	562	108	36
template1_class3_HNF1A_PPARA_REST_XBP1	3	671	120	27
template1_class3_HNF1A_PPARA_XBP1_CEBPA	3	558	163	71
template1_class3_HNF1A_PPARA_XBP1_CTCF	3	148	38	24
template1_class3_HNF1A_PPARA_XBP1_FOXA1	3	456	104	46
template1_class3_HNF1A_PPARA_XBP1_NR2F2	3	97	55	11
template1_class3_HNF1A_PPARA_XBP1_ONECUT1	3	615	190	17
template1_class3_HNF1A_PPARA_XBP1_REST	3	355	123	27
template1_class3_HNF1A_REST_CEBPA_CTCF	3	476	151	36
template1_class3_HNF1A_REST_CEBPA_FOXA1	3	360	56	2
template1_class3_HNF1A_REST_CEBPA_NR2F2	3	320	144	33
template1_class3_HNF1A_REST_CEBPA_ONECUT1	3	366	86	1
template1_class3_HNF1A_REST_CEBPA_PPARA	3	201	58	3
template1_class3_HNF1A_REST_CEBPA_XBP1	3	646	152	19
template1_class3_HNF1A_REST_CTCF_CEBPA	3	354	59	47
template1_class3_HNF1A_REST_CTCF_FOXA1	3	289	47	0
template1_class3_HNF1A_REST_CTCF_NR2F2	3	297	74	32
template1_class3_HNF1A_REST_CTCF_ONECUT1	3	425	107	8
template1_class3_HNF1A_REST_CTCF_PPARA	3	400	135	40
template1_class3_HNF1A_REST_CTCF_XBP1	3	286	102	10
template1_class3_HNF1A_REST_FOXA1_CEBPA	3	247	79	32
template1_class3_HNF1A_REST_FOXA1_CTCF	3	213	87	10
template1_class3_HNF1A_REST_FOXA1_NR2F2	3	201	162	6
template1_class3_HNF1A_REST_FOXA1_ONECUT1	3	363	21	3
template1_class3_HNF1A_REST_FOXA1_PPARA	3	311	89	10
template1_class3_HNF1A_REST_FOXA1_XBP1	3	246	62	21
template1_class3_HNF1A_REST_NR2F2_CEBPA	3	1	31	7
template1_class3_HNF1A_REST_NR2F2_CTCF	3	331	124	1
template1_class3_HNF1A_REST_NR2F2_FOXA1	3	0	24	3
template1_class3_HNF1A_REST_NR2F2_ONECUT1	3	2	34	0
template1_class3_HNF1A_REST_NR2F2_PPARA	3	277	66	13
template1_class3_HNF1A_REST_NR2F2_XBP1	3	87	45	11
template1_class3_HNF1A_REST_ONECUT1_CEBPA	3	324	110	35
template1_class3_HNF1A_REST_ONECUT1_CTCF	3	284	151	4
template1_class3_HNF1A_REST_ONECUT1_FOXA1	3	631	120	54
template1_class3_HNF1A_REST_ONECUT1_NR2F2	3	187	150	22
template1_class3_HNF1A_REST_ONECUT1_PPARA	3	253	68	6
template1_class3_HNF1A_REST_ONECUT1_XBP1	3	974	226	28
template1_class3_HNF1A_REST_PPARA_CEBPA	3	330	56	19
template1_class3_HNF1A_REST_PPARA_CTCF	3	365	177	0
template1_class3_HNF1A_REST_PPARA_FOXA1	3	480	93	0
template1_class3_HNF1A_REST_PPARA_NR2F2	3	519	144	6
template1_class3_HNF1A_REST_PPARA_ONECUT1	3	477	105	8
